"","from_account","to_account","from_party","to_party"
"6608","marcusfaber","b_riexinger","FDP","DIE LINKE"
"6609","marcusfaber","rbrinkhaus","FDP","CDU"
"6610","marcusfaber","schneidercar","FDP","SPD"
"6611","marcusfaber","tj_tweets","FDP","CDU"
"6612","marcusfaber","fdp_hessel","FDP","FDP"
"6613","marcusfaber","hacker_fdp","FDP","FDP"
"6614","marcusfaber","c_jung77","FDP","FDP"
"6615","marcusfaber","torstenherbst","FDP","FDP"
"6616","marcusfaber","starkwatzinger","FDP","FDP"
"6617","marcusfaber","f_schaeffler","FDP","FDP"
"6618","marcusfaber","cem_oezdemir","FDP","DIE GRÜNEN"
"6619","marcusfaber","kahrs","FDP","SPD"
"6620","marcusfaber","badulrichmartha","FDP","DIE GRÜNEN"
"6621","marcusfaber","peteraltmaier","FDP","CDU"
"6622","marcusfaber","muellerboehm","FDP","FDP"
"6623","marcusfaber","michaelgrossmdb","FDP","SPD"
"6624","marcusfaber","koehler_fdp","FDP","FDP"
"6625","marcusfaber","sigmargabriel","FDP","SPD"
"6626","marcusfaber","nicolabeerfdp","FDP","FDP"
"6627","marcusfaber","jimmyschulz","FDP","FDP"
"6628","marcusfaber","solms","FDP","FDP"
"6629","marcusfaber","ruppert_stefan","FDP","FDP"
"6630","marcusfaber","franksitta","FDP","FDP"
"6631","marcusfaber","bstrasser","FDP","FDP"
"6632","marcusfaber","christianduerr","FDP","FDP"
"6633","marcusfaber","c_lindner","FDP","FDP"
"6634","marcusfaber","johannesvogel","FDP","FDP"
"6635","renner_afd","ulschzi","AfD","AfD"
"6636","renner_afd","ttte94","AfD","AfD"
"6637","renner_afd","axelgehrke","AfD","AfD"
"6638","renner_afd","mvabercron","AfD","CDU"
"6639","renner_afd","h_weyel","AfD","AfD"
"6640","renner_afd","mrosek1958","AfD","AfD"
"6641","renner_afd","uwe_kamann","AfD","Parteilos"
"6642","mischrodi","michael_thews","SPD","SPD"
"6643","mischrodi","s_schwartze","SPD","SPD"
"6644","mischrodi","dieschmidt","SPD","SPD"
"6645","mischrodi","oezoguz","SPD","SPD"
"6646","mischrodi","matschie","SPD","SPD"
"6647","mischrodi","helgelindh","SPD","SPD"
"6648","mischrodi","josip_juratovic","SPD","SPD"
"6649","mischrodi","fjunge","SPD","SPD"
"6650","mischrodi","sebast_hartmann","SPD","SPD"
"6651","mischrodi","michaelgrossmdb","SPD","SPD"
"6652","mischrodi","dittmarsabine","SPD","SPD"
"6653","mischrodi","danielakolbe","SPD","SPD"
"6654","mischrodi","kahrs","SPD","SPD"
"6655","mischrodi","baerbelbas","SPD","SPD"
"6656","mischrodi","schneidercar","SPD","SPD"
"6657","mischrodi","fritzfelgentreu","SPD","SPD"
"6658","mischrodi","matthiasbartke","SPD","SPD"
"6659","mischrodi","swenschulz","SPD","SPD"
"6660","mischrodi","stonie_kiel","SPD","SPD"
"6661","mischrodi","edrossmann","SPD","SPD"
"6662","mischrodi","soerenbartol","SPD","SPD"
"6663","mischrodi","joloulou","SPD","SPD"
"6664","mischrodi","larsklingbeil","SPD","SPD"
"6665","mischrodi","arnoklare","SPD","SPD"
"6666","mischrodi","stadler_svenja","SPD","SPD"
"6667","mischrodi","rischwasu","SPD","SPD"
"6668","mischrodi","larscastellucci","SPD","SPD"
"6669","mischrodi","hubertus_heil","SPD","SPD"
"6670","mischrodi","stamm_fibich","SPD","SPD"
"6671","mischrodi","sigmargabriel","SPD","SPD"
"6672","mischrodi","katarinabarley","SPD","SPD"
"6673","axelgehrke","h_weyel","AfD","AfD"
"6674","axelgehrke","mrosek1958","AfD","AfD"
"6675","axelgehrke","ttte94","AfD","AfD"
"6676","renataalt_mdb","agnieszka_mdb","FDP","DIE GRÜNEN"
"6677","renataalt_mdb","josip_juratovic","FDP","SPD"
"6678","renataalt_mdb","solms","FDP","FDP"
"6679","renataalt_mdb","fdp_hessel","FDP","FDP"
"6680","renataalt_mdb","th_sattelberger","FDP","FDP"
"6681","renataalt_mdb","torstenherbst","FDP","FDP"
"6682","renataalt_mdb","jimmyschulz","FDP","FDP"
"6683","renataalt_mdb","ruppert_stefan","FDP","FDP"
"6684","renataalt_mdb","c_jung77","FDP","FDP"
"6685","renataalt_mdb","f_schaeffler","FDP","FDP"
"6686","renataalt_mdb","busen_mdb","FDP","FDP"
"6687","renataalt_mdb","nicolabeerfdp","FDP","FDP"
"6688","renataalt_mdb","hacker_fdp","FDP","FDP"
"6689","renataalt_mdb","franksitta","FDP","FDP"
"6690","renataalt_mdb","koehler_fdp","FDP","FDP"
"6691","renataalt_mdb","johannesvogel","FDP","FDP"
"6692","renataalt_mdb","muellerboehm","FDP","FDP"
"6693","renataalt_mdb","starkwatzinger","FDP","FDP"
"6694","renataalt_mdb","bstrasser","FDP","FDP"
"6695","renataalt_mdb","c_lindner","FDP","FDP"
"6696","afdprotschka","hubertus_heil","AfD","SPD"
"6697","afdprotschka","katjadoerner","AfD","DIE GRÜNEN"
"6698","afdprotschka","katdro","AfD","DIE GRÜNEN"
"6699","afdprotschka","larsklingbeil","AfD","SPD"
"6700","afdprotschka","oezoguz","AfD","SPD"
"6701","afdprotschka","kahrs","AfD","SPD"
"6702","afdprotschka","katarinabarley","AfD","SPD"
"6703","afdprotschka","cem_oezdemir","AfD","DIE GRÜNEN"
"6704","afdprotschka","rbrinkhaus","AfD","CDU"
"6705","afdprotschka","nicolabeerfdp","AfD","FDP"
"6706","afdprotschka","busen_mdb","AfD","FDP"
"6707","afdprotschka","ulschzi","AfD","AfD"
"6708","afdprotschka","ttte94","AfD","AfD"
"6709","afdprotschka","axelgehrke","AfD","AfD"
"6710","afdprotschka","uwe_kamann","AfD","Parteilos"
"6711","afdprotschka","mrosek1958","AfD","AfD"
"6712","afdprotschka","h_weyel","AfD","AfD"
"6713","afdprotschka","sigmargabriel","AfD","SPD"
"6714","afdprotschka","berlinliebich","AfD","DIE LINKE"
"6715","afdprotschka","groehe","AfD","CDU"
"6716","afdprotschka","petertauber","AfD","CDU"
"6717","afdprotschka","katjakipping","AfD","DIE LINKE"
"6718","afdprotschka","c_lindner","AfD","FDP"
"6719","afdprotschka","peteraltmaier","AfD","CDU"
"6720","afdprotschka","f_schaeffler","AfD","FDP"
"6721","tobiasmpeterka","axelgehrke","AfD","AfD"
"6722","tobiasmpeterka","ulschzi","AfD","AfD"
"6723","tobiasmpeterka","uwe_kamann","AfD","Parteilos"
"6724","tobiasmpeterka","mrosek1958","AfD","AfD"
"6725","tobiasmpeterka","h_weyel","AfD","AfD"
"6726","tobiasmpeterka","ttte94","AfD","AfD"
"6727","tpflueger","thlutze","DIE LINKE","DIE LINKE"
"6728","tpflueger","markuskurthmdb","DIE LINKE","DIE GRÜNEN"
"6729","tpflueger","katjadoerner","DIE LINKE","DIE GRÜNEN"
"6730","tpflueger","ulle_schauws","DIE LINKE","DIE GRÜNEN"
"6731","tpflueger","hubertus_heil","DIE LINKE","SPD"
"6732","tpflueger","danielakolbe","DIE LINKE","SPD"
"6733","tpflueger","kahrs","DIE LINKE","SPD"
"6734","tpflueger","schneidercar","DIE LINKE","SPD"
"6735","tpflueger","oezoguz","DIE LINKE","SPD"
"6736","tpflueger","katarinabarley","DIE LINKE","SPD"
"6737","tpflueger","sigmargabriel","DIE LINKE","SPD"
"6738","tpflueger","c_lindner","DIE LINKE","FDP"
"6739","tpflueger","victorperli","DIE LINKE","DIE LINKE"
"6740","tpflueger","jankortemdb","DIE LINKE","DIE LINKE"
"6741","tpflueger","groehe","DIE LINKE","CDU"
"6742","tpflueger","lisapaus","DIE LINKE","DIE GRÜNEN"
"6743","tpflueger","svenlehmann","DIE LINKE","DIE GRÜNEN"
"6744","tpflueger","stephankuehn","DIE LINKE","DIE GRÜNEN"
"6745","tpflueger","monikalazar","DIE LINKE","DIE GRÜNEN"
"6746","tpflueger","ebner_sha","DIE LINKE","DIE GRÜNEN"
"6747","tpflueger","tobiaslindner","DIE LINKE","DIE GRÜNEN"
"6748","tpflueger","ekindeligoez","DIE LINKE","DIE GRÜNEN"
"6749","tpflueger","cem_oezdemir","DIE LINKE","DIE GRÜNEN"
"6750","tpflueger","nouripour","DIE LINKE","DIE GRÜNEN"
"6751","tpflueger","sven_kindler","DIE LINKE","DIE GRÜNEN"
"6752","tpflueger","larsklingbeil","DIE LINKE","SPD"
"6753","tpflueger","peteraltmaier","DIE LINKE","CDU"
"6754","tpflueger","petertauber","DIE LINKE","CDU"
"6755","tpflueger","anked","DIE LINKE","DIE LINKE"
"6756","tpflueger","lgbeutin","DIE LINKE","DIE LINKE"
"6757","tpflueger","pascalmeiser","DIE LINKE","DIE LINKE"
"6758","tpflueger","agnieszka_mdb","DIE LINKE","DIE GRÜNEN"
"6759","tpflueger","marcobuelow","DIE LINKE","Parteilos"
"6760","tpflueger","berlinliebich","DIE LINKE","DIE LINKE"
"6761","tpflueger","b_riexinger","DIE LINKE","DIE LINKE"
"6762","tpflueger","katjakipping","DIE LINKE","DIE LINKE"
"6763","tpflueger","ch_buchholz","DIE LINKE","DIE LINKE"
"6764","tpflueger","ernst_klaus","DIE LINKE","DIE LINKE"
"6765","tpflueger","voglerk","DIE LINKE","DIE LINKE"
"6766","danielakluckert","annachristmann","FDP","DIE GRÜNEN"
"6767","danielakluckert","uwe_kamann","FDP","Parteilos"
"6768","danielakluckert","busen_mdb","FDP","FDP"
"6769","danielakluckert","rbrinkhaus","FDP","CDU"
"6770","danielakluckert","koehler_fdp","FDP","FDP"
"6771","danielakluckert","muellerboehm","FDP","FDP"
"6772","danielakluckert","anked","FDP","DIE LINKE"
"6773","danielakluckert","franksitta","FDP","FDP"
"6774","danielakluckert","christianduerr","FDP","FDP"
"6775","danielakluckert","torstenherbst","FDP","FDP"
"6776","danielakluckert","stephankuehn","FDP","DIE GRÜNEN"
"6777","danielakluckert","ch_buchholz","FDP","DIE LINKE"
"6778","danielakluckert","berlinliebich","FDP","DIE LINKE"
"6779","danielakluckert","b_riexinger","FDP","DIE LINKE"
"6780","danielakluckert","katjakipping","FDP","DIE LINKE"
"6781","danielakluckert","sigmargabriel","FDP","SPD"
"6782","danielakluckert","peteraltmaier","FDP","CDU"
"6783","danielakluckert","smuellermdb","FDP","CSU"
"6784","danielakluckert","tj_tweets","FDP","CDU"
"6785","danielakluckert","c_jung77","FDP","FDP"
"6786","danielakluckert","hacker_fdp","FDP","FDP"
"6787","danielakluckert","fdp_hessel","FDP","FDP"
"6788","danielakluckert","bstrasser","FDP","FDP"
"6789","danielakluckert","ruppert_stefan","FDP","FDP"
"6790","danielakluckert","starkwatzinger","FDP","FDP"
"6791","danielakluckert","cem_oezdemir","FDP","DIE GRÜNEN"
"6792","danielakluckert","nicolabeerfdp","FDP","FDP"
"6793","danielakluckert","rischwasu","FDP","SPD"
"6794","danielakluckert","johannesvogel","FDP","FDP"
"6795","danielakluckert","jimmyschulz","FDP","FDP"
"6796","danielakluckert","f_schaeffler","FDP","FDP"
"6797","danielakluckert","c_lindner","FDP","FDP"
"6798","enricokomning","ttte94","AfD","AfD"
"6799","enricokomning","h_weyel","AfD","AfD"
"6800","enricokomning","mrosek1958","AfD","AfD"
"6801","enricokomning","ulschzi","AfD","AfD"
"6802","enricokomning","axelgehrke","AfD","AfD"
"6803","enricokomning","uwe_kamann","AfD","Parteilos"
"6804","ulschzi","hubertus_heil","AfD","SPD"
"6805","ulschzi","ttte94","AfD","AfD"
"6806","ulschzi","f_schaeffler","AfD","FDP"
"6807","ulschzi","larsklingbeil","AfD","SPD"
"6808","ulschzi","h_weyel","AfD","AfD"
"6809","ulschzi","mrosek1958","AfD","AfD"
"6810","leif_erik_holm","rbrinkhaus","AfD","CDU"
"6811","leif_erik_holm","mvabercron","AfD","CDU"
"6812","leif_erik_holm","nicolabeerfdp","AfD","FDP"
"6813","leif_erik_holm","katarinabarley","AfD","SPD"
"6814","leif_erik_holm","hermiworld","AfD","AfD"
"6815","leif_erik_holm","b_riexinger","AfD","DIE LINKE"
"6816","leif_erik_holm","sigmargabriel","AfD","SPD"
"6817","leif_erik_holm","peteraltmaier","AfD","CDU"
"6818","leif_erik_holm","schneidercar","AfD","SPD"
"6819","leif_erik_holm","fjunge","AfD","SPD"
"6820","leif_erik_holm","ernst_klaus","AfD","DIE LINKE"
"6821","leif_erik_holm","katjakipping","AfD","DIE LINKE"
"6822","leif_erik_holm","cem_oezdemir","AfD","DIE GRÜNEN"
"6823","leif_erik_holm","f_schaeffler","AfD","FDP"
"6824","leif_erik_holm","larsklingbeil","AfD","SPD"
"6825","leif_erik_holm","ulschzi","AfD","AfD"
"6826","leif_erik_holm","h_weyel","AfD","AfD"
"6827","leif_erik_holm","c_lindner","AfD","FDP"
"6828","leif_erik_holm","ttte94","AfD","AfD"
"6829","leif_erik_holm","axelgehrke","AfD","AfD"
"6830","leif_erik_holm","mrosek1958","AfD","AfD"
"6831","leif_erik_holm","uwe_kamann","AfD","Parteilos"
"6832","birke_bull","agnieszka_mdb","DIE LINKE","DIE GRÜNEN"
"6833","birke_bull","katrin_staffler","DIE LINKE","CSU"
"6834","birke_bull","filizgreen","DIE LINKE","DIE GRÜNEN"
"6835","birke_bull","crueffer","DIE LINKE","DIE GRÜNEN"
"6836","birke_bull","annachristmann","DIE LINKE","DIE GRÜNEN"
"6837","birke_bull","oezoguz","DIE LINKE","SPD"
"6838","birke_bull","edrossmann","DIE LINKE","SPD"
"6839","birke_bull","danielakolbe","DIE LINKE","SPD"
"6840","birke_bull","ulle_schauws","DIE LINKE","DIE GRÜNEN"
"6841","birke_bull","thlutze","DIE LINKE","DIE LINKE"
"6842","birke_bull","larscastellucci","DIE LINKE","SPD"
"6843","birke_bull","victorperli","DIE LINKE","DIE LINKE"
"6844","birke_bull","petertauber","DIE LINKE","CDU"
"6845","birke_bull","katarinabarley","DIE LINKE","SPD"
"6846","birke_bull","jankortemdb","DIE LINKE","DIE LINKE"
"6847","birke_bull","lgbeutin","DIE LINKE","DIE LINKE"
"6848","birke_bull","franksitta","DIE LINKE","FDP"
"6849","birke_bull","pascalmeiser","DIE LINKE","DIE LINKE"
"6850","birke_bull","tpflueger","DIE LINKE","DIE LINKE"
"6851","birke_bull","anked","DIE LINKE","DIE LINKE"
"6852","birke_bull","sven_kindler","DIE LINKE","DIE GRÜNEN"
"6853","birke_bull","katjadoerner","DIE LINKE","DIE GRÜNEN"
"6854","birke_bull","ch_buchholz","DIE LINKE","DIE LINKE"
"6855","birke_bull","berlinliebich","DIE LINKE","DIE LINKE"
"6856","birke_bull","b_riexinger","DIE LINKE","DIE LINKE"
"6857","birke_bull","monikalazar","DIE LINKE","DIE GRÜNEN"
"6858","birke_bull","voglerk","DIE LINKE","DIE LINKE"
"6859","birke_bull","hubertus_heil","DIE LINKE","SPD"
"6860","birke_bull","ernst_klaus","DIE LINKE","DIE LINKE"
"6861","birke_bull","larsklingbeil","DIE LINKE","SPD"
"6862","birke_bull","katjakipping","DIE LINKE","DIE LINKE"
"6863","nikolasloebel","starkwatzinger","CDU","FDP"
"6864","nikolasloebel","matschie","CDU","SPD"
"6865","nikolasloebel","c_lindner","CDU","FDP"
"6866","nikolasloebel","annachristmann","CDU","DIE GRÜNEN"
"6867","nikolasloebel","nouripour","CDU","DIE GRÜNEN"
"6868","nikolasloebel","cem_oezdemir","CDU","DIE GRÜNEN"
"6869","nikolasloebel","larscastellucci","CDU","SPD"
"6870","nikolasloebel","c_jung77","CDU","FDP"
"6871","nikolasloebel","johannesvogel","CDU","FDP"
"6872","nikolasloebel","fbrantner","CDU","DIE GRÜNEN"
"6873","nikolasloebel","kahrs","CDU","SPD"
"6874","nikolasloebel","smuellermdb","CDU","CSU"
"6875","nikolasloebel","meister_schafft","CDU","CDU"
"6876","nikolasloebel","rbrinkhaus","CDU","CDU"
"6877","nikolasloebel","kaiwegner","CDU","CDU"
"6878","nikolasloebel","matthiaszimmer","CDU","CDU"
"6879","nikolasloebel","anjaweisgerber","CDU","CSU"
"6880","nikolasloebel","thomasgebhart","CDU","CDU"
"6881","nikolasloebel","hahnflo","CDU","CSU"
"6882","nikolasloebel","groehe","CDU","CDU"
"6883","nikolasloebel","juergenhardt","CDU","CDU"
"6884","nikolasloebel","tj_tweets","CDU","CDU"
"6885","nikolasloebel","wanderwitz","CDU","CDU"
"6886","nikolasloebel","c_bernstiel","CDU","CDU"
"6887","nikolasloebel","josefoster","CDU","CDU"
"6888","nikolasloebel","katrin_staffler","CDU","CSU"
"6889","nikolasloebel","mvabercron","CDU","CDU"
"6890","nikolasloebel","dr_tiemann","CDU","CDU"
"6891","nikolasloebel","peteraltmaier","CDU","CDU"
"6892","nikolasloebel","petertauber","CDU","CDU"
"6893","lindateuteberg","nicolabeerfdp","FDP","FDP"
"6894","lindateuteberg","franksitta","FDP","FDP"
"6895","lindateuteberg","christianduerr","FDP","FDP"
"6896","lindateuteberg","katjadoerner","FDP","DIE GRÜNEN"
"6897","lindateuteberg","johannesvogel","FDP","FDP"
"6898","lindateuteberg","jimmyschulz","FDP","FDP"
"6899","lindateuteberg","solms","FDP","FDP"
"6900","lindateuteberg","c_lindner","FDP","FDP"
"6901","lindateuteberg","f_schaeffler","FDP","FDP"
"6902","margaretebause","joloulou","DIE GRÜNEN","SPD"
"6903","margaretebause","berlinliebich","DIE GRÜNEN","DIE LINKE"
"6904","margaretebause","oezoguz","DIE GRÜNEN","SPD"
"6905","margaretebause","annachristmann","DIE GRÜNEN","DIE GRÜNEN"
"6906","margaretebause","badulrichmartha","DIE GRÜNEN","DIE GRÜNEN"
"6907","margaretebause","sigmargabriel","DIE GRÜNEN","SPD"
"6908","margaretebause","filizgreen","DIE GRÜNEN","DIE GRÜNEN"
"6909","margaretebause","katdro","DIE GRÜNEN","DIE GRÜNEN"
"6910","margaretebause","fbrantner","DIE GRÜNEN","DIE GRÜNEN"
"6911","margaretebause","stephankuehn","DIE GRÜNEN","DIE GRÜNEN"
"6912","margaretebause","ulle_schauws","DIE GRÜNEN","DIE GRÜNEN"
"6913","margaretebause","julia_verlinden","DIE GRÜNEN","DIE GRÜNEN"
"6914","margaretebause","crueffer","DIE GRÜNEN","DIE GRÜNEN"
"6915","margaretebause","monikalazar","DIE GRÜNEN","DIE GRÜNEN"
"6916","margaretebause","tobiaslindner","DIE GRÜNEN","DIE GRÜNEN"
"6917","margaretebause","katjadoerner","DIE GRÜNEN","DIE GRÜNEN"
"6918","margaretebause","lisapaus","DIE GRÜNEN","DIE GRÜNEN"
"6919","margaretebause","svenlehmann","DIE GRÜNEN","DIE GRÜNEN"
"6920","margaretebause","agnieszka_mdb","DIE GRÜNEN","DIE GRÜNEN"
"6921","margaretebause","ebner_sha","DIE GRÜNEN","DIE GRÜNEN"
"6922","margaretebause","markuskurthmdb","DIE GRÜNEN","DIE GRÜNEN"
"6923","margaretebause","cem_oezdemir","DIE GRÜNEN","DIE GRÜNEN"
"6924","margaretebause","nouripour","DIE GRÜNEN","DIE GRÜNEN"
"6925","margaretebause","sven_kindler","DIE GRÜNEN","DIE GRÜNEN"
"6926","margaretebause","ekindeligoez","DIE GRÜNEN","DIE GRÜNEN"
"6927","fdp_hessel","c_lindner","FDP","FDP"
"6928","fdp_hessel","f_schaeffler","FDP","FDP"
"6929","fdp_hessel","jimmyschulz","FDP","FDP"
"6930","fdp_hessel","hacker_fdp","FDP","FDP"
"6931","hacker_fdp","cem_oezdemir","FDP","DIE GRÜNEN"
"6932","hacker_fdp","sigmargabriel","FDP","SPD"
"6933","hacker_fdp","larsklingbeil","FDP","SPD"
"6934","hacker_fdp","kahrs","FDP","SPD"
"6935","hacker_fdp","koehler_fdp","FDP","FDP"
"6936","hacker_fdp","c_jung77","FDP","FDP"
"6937","hacker_fdp","christianduerr","FDP","FDP"
"6938","hacker_fdp","torstenherbst","FDP","FDP"
"6939","hacker_fdp","franksitta","FDP","FDP"
"6940","hacker_fdp","starkwatzinger","FDP","FDP"
"6941","hacker_fdp","ruppert_stefan","FDP","FDP"
"6942","hacker_fdp","th_sattelberger","FDP","FDP"
"6943","hacker_fdp","peteraltmaier","FDP","CDU"
"6944","hacker_fdp","nicolabeerfdp","FDP","FDP"
"6945","hacker_fdp","johannesvogel","FDP","FDP"
"6946","hacker_fdp","bstrasser","FDP","FDP"
"6947","hacker_fdp","c_lindner","FDP","FDP"
"6948","hacker_fdp","fdp_hessel","FDP","FDP"
"6949","hacker_fdp","f_schaeffler","FDP","FDP"
"6950","hacker_fdp","jimmyschulz","FDP","FDP"
"6951","hacker_fdp","solms","FDP","FDP"
"6952","christophfdp","kaiwegner","FDP","CDU"
"6953","christophfdp","koehler_fdp","FDP","FDP"
"6954","christophfdp","muellerboehm","FDP","FDP"
"6955","christophfdp","f_schaeffler","FDP","FDP"
"6956","christophfdp","kahrs","FDP","SPD"
"6957","christophfdp","fdp_hessel","FDP","FDP"
"6958","christophfdp","th_sattelberger","FDP","FDP"
"6959","christophfdp","c_jung77","FDP","FDP"
"6960","christophfdp","bstrasser","FDP","FDP"
"6961","christophfdp","christianduerr","FDP","FDP"
"6962","christophfdp","torstenherbst","FDP","FDP"
"6963","christophfdp","busen_mdb","FDP","FDP"
"6964","christophfdp","hacker_fdp","FDP","FDP"
"6965","christophfdp","starkwatzinger","FDP","FDP"
"6966","christophfdp","ruppert_stefan","FDP","FDP"
"6967","christophfdp","franksitta","FDP","FDP"
"6968","christophfdp","nicolabeerfdp","FDP","FDP"
"6969","christophfdp","jimmyschulz","FDP","FDP"
"6970","christophfdp","solms","FDP","FDP"
"6971","christophfdp","johannesvogel","FDP","FDP"
"6972","christophfdp","c_lindner","FDP","FDP"
"6973","nicolabeerfdp","muellerboehm","FDP","FDP"
"6974","nicolabeerfdp","busen_mdb","FDP","FDP"
"6975","nicolabeerfdp","fdp_hessel","FDP","FDP"
"6976","nicolabeerfdp","koehler_fdp","FDP","FDP"
"6977","nicolabeerfdp","smuellermdb","FDP","CSU"
"6978","nicolabeerfdp","nouripour","FDP","DIE GRÜNEN"
"6979","nicolabeerfdp","katjadoerner","FDP","DIE GRÜNEN"
"6980","nicolabeerfdp","kahrs","FDP","SPD"
"6981","nicolabeerfdp","hubertus_heil","FDP","SPD"
"6982","nicolabeerfdp","bstrasser","FDP","FDP"
"6983","nicolabeerfdp","katarinabarley","FDP","SPD"
"6984","nicolabeerfdp","larsklingbeil","FDP","SPD"
"6985","nicolabeerfdp","sven_kindler","FDP","DIE GRÜNEN"
"6986","nicolabeerfdp","fbrantner","FDP","DIE GRÜNEN"
"6987","nicolabeerfdp","schneidercar","FDP","SPD"
"6988","nicolabeerfdp","c_jung77","FDP","FDP"
"6989","nicolabeerfdp","starkwatzinger","FDP","FDP"
"6990","nicolabeerfdp","anked","FDP","DIE LINKE"
"6991","nicolabeerfdp","tj_tweets","FDP","CDU"
"6992","nicolabeerfdp","groehe","FDP","CDU"
"6993","nicolabeerfdp","cem_oezdemir","FDP","DIE GRÜNEN"
"6994","nicolabeerfdp","katjakipping","FDP","DIE LINKE"
"6995","nicolabeerfdp","peteraltmaier","FDP","CDU"
"6996","nicolabeerfdp","sigmargabriel","FDP","SPD"
"6997","nicolabeerfdp","th_sattelberger","FDP","FDP"
"6998","nicolabeerfdp","petertauber","FDP","CDU"
"6999","nicolabeerfdp","hacker_fdp","FDP","FDP"
"7000","nicolabeerfdp","jimmyschulz","FDP","FDP"
"7001","nicolabeerfdp","c_lindner","FDP","FDP"
"7002","nicolabeerfdp","johannesvogel","FDP","FDP"
"7003","nicolabeerfdp","solms","FDP","FDP"
"7004","nicolabeerfdp","f_schaeffler","FDP","FDP"
"7005","nicolabeerfdp","torstenherbst","FDP","FDP"
"7006","nicolabeerfdp","christianduerr","FDP","FDP"
"7007","nicolabeerfdp","ruppert_stefan","FDP","FDP"
"7008","nicolabeerfdp","franksitta","FDP","FDP"
"7009","peterheidtfdp","c_jung77","FDP","FDP"
"7010","peterheidtfdp","nicolabeerfdp","FDP","FDP"
"7011","peterheidtfdp","torstenherbst","FDP","FDP"
"7012","peterheidtfdp","starkwatzinger","FDP","FDP"
"7013","peterheidtfdp","ruppert_stefan","FDP","FDP"
"7014","peterheidtfdp","franksitta","FDP","FDP"
"7015","peterheidtfdp","christianduerr","FDP","FDP"
"7016","peterheidtfdp","solms","FDP","FDP"
"7017","peterheidtfdp","f_schaeffler","FDP","FDP"
"7018","peterheidtfdp","c_lindner","FDP","FDP"
"7019","timon_gremmels","stonie_kiel","SPD","SPD"
"7020","timon_gremmels","arnoklare","SPD","SPD"
"7021","timon_gremmels","fjunge","SPD","SPD"
"7022","timon_gremmels","anjaweisgerber","SPD","CSU"
"7023","timon_gremmels","rbrinkhaus","SPD","CDU"
"7024","timon_gremmels","matthiasbartke","SPD","SPD"
"7025","timon_gremmels","koehler_fdp","SPD","FDP"
"7026","timon_gremmels","c_lindner","SPD","FDP"
"7027","timon_gremmels","helgelindh","SPD","SPD"
"7028","timon_gremmels","josip_juratovic","SPD","SPD"
"7029","timon_gremmels","swenschulz","SPD","SPD"
"7030","timon_gremmels","edrossmann","SPD","SPD"
"7031","timon_gremmels","dittmarsabine","SPD","SPD"
"7032","timon_gremmels","michael_thews","SPD","SPD"
"7033","timon_gremmels","joloulou","SPD","SPD"
"7034","timon_gremmels","stadler_svenja","SPD","SPD"
"7035","timon_gremmels","mischrodi","SPD","SPD"
"7036","timon_gremmels","michaelgrossmdb","SPD","SPD"
"7037","timon_gremmels","nicolabeerfdp","SPD","FDP"
"7038","timon_gremmels","larscastellucci","SPD","SPD"
"7039","timon_gremmels","sebast_hartmann","SPD","SPD"
"7040","timon_gremmels","s_schwartze","SPD","SPD"
"7041","timon_gremmels","rischwasu","SPD","SPD"
"7042","timon_gremmels","julia_verlinden","SPD","DIE GRÜNEN"
"7043","timon_gremmels","katarinabarley","SPD","SPD"
"7044","timon_gremmels","ruppert_stefan","SPD","FDP"
"7045","timon_gremmels","danielakolbe","SPD","SPD"
"7046","timon_gremmels","sven_kindler","SPD","DIE GRÜNEN"
"7047","timon_gremmels","larsklingbeil","SPD","SPD"
"7048","timon_gremmels","dieschmidt","SPD","SPD"
"7049","timon_gremmels","sigmargabriel","SPD","SPD"
"7050","timon_gremmels","petertauber","SPD","CDU"
"7051","timon_gremmels","soerenbartol","SPD","SPD"
"7052","timon_gremmels","marcobuelow","SPD","Parteilos"
"7053","timon_gremmels","baerbelbas","SPD","SPD"
"7054","timon_gremmels","schneidercar","SPD","SPD"
"7055","timon_gremmels","peteraltmaier","SPD","CDU"
"7056","timon_gremmels","oezoguz","SPD","SPD"
"7057","timon_gremmels","kahrs","SPD","SPD"
"7058","timon_gremmels","hubertus_heil","SPD","SPD"
"7059","christianduerr","tobiaslindner","FDP","DIE GRÜNEN"
"7060","christianduerr","fbrantner","FDP","DIE GRÜNEN"
"7061","christianduerr","kahrs","FDP","SPD"
"7062","christianduerr","rbrinkhaus","FDP","CDU"
"7063","christianduerr","tj_tweets","FDP","CDU"
"7064","christianduerr","ekindeligoez","FDP","DIE GRÜNEN"
"7065","christianduerr","starkwatzinger","FDP","FDP"
"7066","christianduerr","koehler_fdp","FDP","FDP"
"7067","christianduerr","nicolabeerfdp","FDP","FDP"
"7068","christianduerr","c_jung77","FDP","FDP"
"7069","christianduerr","ruppert_stefan","FDP","FDP"
"7070","christianduerr","sigmargabriel","FDP","SPD"
"7071","christianduerr","franksitta","FDP","FDP"
"7072","christianduerr","sven_kindler","FDP","DIE GRÜNEN"
"7073","christianduerr","bstrasser","FDP","FDP"
"7074","christianduerr","f_schaeffler","FDP","FDP"
"7075","christianduerr","filizgreen","FDP","DIE GRÜNEN"
"7076","christianduerr","jimmyschulz","FDP","FDP"
"7077","christianduerr","hacker_fdp","FDP","FDP"
"7078","christianduerr","solms","FDP","FDP"
