"","from_account","to_account","from_party","to_party"
"2347","soenkerix","dittmarsabine","SPD","SPD"
"2348","soenkerix","joloulou","SPD","SPD"
"2349","soenkerix","helgelindh","SPD","SPD"
"2350","soenkerix","arnoklare","SPD","SPD"
"2351","soenkerix","josip_juratovic","SPD","SPD"
"2352","soenkerix","mischrodi","SPD","SPD"
"2353","soenkerix","fjunge","SPD","SPD"
"2354","soenkerix","agnieszka_mdb","SPD","DIE GRÜNEN"
"2355","soenkerix","julia_verlinden","SPD","DIE GRÜNEN"
"2356","soenkerix","matthiasbartke","SPD","SPD"
"2357","soenkerix","stamm_fibich","SPD","SPD"
"2358","soenkerix","jankortemdb","SPD","DIE LINKE"
"2359","soenkerix","katarinabarley","SPD","SPD"
"2360","soenkerix","stadler_svenja","SPD","SPD"
"2361","soenkerix","fbrantner","SPD","DIE GRÜNEN"
"2362","soenkerix","ulle_schauws","SPD","DIE GRÜNEN"
"2363","soenkerix","groehe","SPD","CDU"
"2364","soenkerix","katjakipping","SPD","DIE LINKE"
"2365","soenkerix","peteraltmaier","SPD","CDU"
"2366","soenkerix","fritzfelgentreu","SPD","SPD"
"2367","soenkerix","michaelgrossmdb","SPD","SPD"
"2368","soenkerix","schwarz_spd","SPD","SPD"
"2369","soenkerix","sebast_hartmann","SPD","SPD"
"2370","soenkerix","larscastellucci","SPD","SPD"
"2371","soenkerix","michael_thews","SPD","SPD"
"2372","soenkerix","berlinliebich","SPD","DIE LINKE"
"2373","soenkerix","dieschmidt","SPD","SPD"
"2374","soenkerix","stonie_kiel","SPD","SPD"
"2375","soenkerix","s_schwartze","SPD","SPD"
"2376","soenkerix","danielakolbe","SPD","SPD"
"2377","soenkerix","rischwasu","SPD","SPD"
"2378","soenkerix","sigmargabriel","SPD","SPD"
"2379","soenkerix","monikalazar","SPD","DIE GRÜNEN"
"2380","soenkerix","tj_tweets","SPD","CDU"
"2381","soenkerix","schneidercar","SPD","SPD"
"2382","soenkerix","oezoguz","SPD","SPD"
"2383","soenkerix","petertauber","SPD","CDU"
"2384","soenkerix","ekindeligoez","SPD","DIE GRÜNEN"
"2385","soenkerix","baerbelbas","SPD","SPD"
"2386","soenkerix","soerenbartol","SPD","SPD"
"2387","soenkerix","nouripour","SPD","DIE GRÜNEN"
"2388","soenkerix","marcobuelow","SPD","Parteilos"
"2389","soenkerix","katjadoerner","SPD","DIE GRÜNEN"
"2390","soenkerix","kahrs","SPD","SPD"
"2391","soenkerix","sven_kindler","SPD","DIE GRÜNEN"
"2392","soenkerix","edrossmann","SPD","SPD"
"2393","soenkerix","larsklingbeil","SPD","SPD"
"2394","soenkerix","matschie","SPD","SPD"
"2395","soenkerix","swenschulz","SPD","SPD"
"2396","soenkerix","hubertus_heil","SPD","SPD"
"2397","dennisrohde","stadler_svenja","SPD","SPD"
"2398","dennisrohde","katarinabarley","SPD","SPD"
"2399","dennisrohde","swenschulz","SPD","SPD"
"2400","dennisrohde","tobiaslindner","SPD","DIE GRÜNEN"
"2401","dennisrohde","sebast_hartmann","SPD","SPD"
"2402","dennisrohde","kahrs","SPD","SPD"
"2403","dennisrohde","soerenbartol","SPD","SPD"
"2404","dennisrohde","danielakolbe","SPD","SPD"
"2405","dennisrohde","sigmargabriel","SPD","SPD"
"2406","dennisrohde","schneidercar","SPD","SPD"
"2407","dennisrohde","sven_kindler","SPD","DIE GRÜNEN"
"2408","dennisrohde","larsklingbeil","SPD","SPD"
"2409","dennisrohde","hubertus_heil","SPD","SPD"
"2410","alexanderradwan","hahnflo","CSU","CSU"
"2411","florianpost","sebast_hartmann","SPD","SPD"
"2412","florianpost","stonie_kiel","SPD","SPD"
"2413","florianpost","fjunge","SPD","SPD"
"2414","florianpost","michaelgrossmdb","SPD","SPD"
"2415","florianpost","mischrodi","SPD","SPD"
"2416","florianpost","matthiasbartke","SPD","SPD"
"2417","florianpost","arnoklare","SPD","SPD"
"2418","florianpost","dieschmidt","SPD","SPD"
"2419","florianpost","larscastellucci","SPD","SPD"
"2420","florianpost","baerbelbas","SPD","SPD"
"2421","florianpost","s_schwartze","SPD","SPD"
"2422","florianpost","soerenbartol","SPD","SPD"
"2423","florianpost","michael_thews","SPD","SPD"
"2424","florianpost","schneidercar","SPD","SPD"
"2425","florianpost","hubertus_heil","SPD","SPD"
"2426","florianpost","edrossmann","SPD","SPD"
"2427","florianpost","rischwasu","SPD","SPD"
"2428","florianpost","sigmargabriel","SPD","SPD"
"2429","florianpost","oezoguz","SPD","SPD"
"2430","florianpost","danielakolbe","SPD","SPD"
"2431","florianpost","peteraltmaier","SPD","CDU"
"2432","florianpost","kahrs","SPD","SPD"
"2433","florianpost","petertauber","SPD","CDU"
"2434","florianpost","larsklingbeil","SPD","SPD"
"2435","florianpost","swenschulz","SPD","SPD"
"2436","florianpost","marcobuelow","SPD","Parteilos"
"2437","achim_p","stadler_svenja","SPD","SPD"
"2438","achim_p","mischrodi","SPD","SPD"
"2439","achim_p","arnoklare","SPD","SPD"
"2440","achim_p","helgelindh","SPD","SPD"
"2441","achim_p","matschie","SPD","SPD"
"2442","achim_p","fjunge","SPD","SPD"
"2443","achim_p","katarinabarley","SPD","SPD"
"2444","achim_p","stamm_fibich","SPD","SPD"
"2445","achim_p","peteraltmaier","SPD","CDU"
"2446","achim_p","julia_verlinden","SPD","DIE GRÜNEN"
"2447","achim_p","crueffer","SPD","DIE GRÜNEN"
"2448","achim_p","michaelgrossmdb","SPD","SPD"
"2449","achim_p","cem_oezdemir","SPD","DIE GRÜNEN"
"2450","achim_p","kahrs","SPD","SPD"
"2451","achim_p","berlinliebich","SPD","DIE LINKE"
"2452","achim_p","michael_thews","SPD","SPD"
"2453","achim_p","dieschmidt","SPD","SPD"
"2454","achim_p","sebast_hartmann","SPD","SPD"
"2455","achim_p","svenlehmann","SPD","DIE GRÜNEN"
"2456","achim_p","katjadoerner","SPD","DIE GRÜNEN"
"2457","achim_p","larscastellucci","SPD","SPD"
"2458","achim_p","rischwasu","SPD","SPD"
"2459","achim_p","sven_kindler","SPD","DIE GRÜNEN"
"2460","achim_p","marcobuelow","SPD","Parteilos"
"2461","achim_p","soerenbartol","SPD","SPD"
"2462","achim_p","swenschulz","SPD","SPD"
"2463","achim_p","schneidercar","SPD","SPD"
"2464","achim_p","edrossmann","SPD","SPD"
"2465","achim_p","danielakolbe","SPD","SPD"
"2466","achim_p","oezoguz","SPD","SPD"
"2467","achim_p","larsklingbeil","SPD","SPD"
"2468","achim_p","sigmargabriel","SPD","SPD"
"2469","achim_p","hubertus_heil","SPD","SPD"
"2470","achim_p","baerbelbas","SPD","SPD"
"2471","achim_p","s_schwartze","SPD","SPD"
"2472","florianpronold","julia_verlinden","SPD","DIE GRÜNEN"
"2473","florianpronold","jankortemdb","SPD","DIE LINKE"
"2474","florianpronold","crueffer","SPD","DIE GRÜNEN"
"2475","florianpronold","ebner_sha","SPD","DIE GRÜNEN"
"2476","florianpronold","wanderwitz","SPD","CDU"
"2477","florianpronold","mvabercron","SPD","CDU"
"2478","florianpronold","hahnflo","SPD","CSU"
"2479","florianpronold","katrin_staffler","SPD","CSU"
"2480","florianpronold","anjaweisgerber","SPD","CSU"
"2481","florianpronold","berlinliebich","SPD","DIE LINKE"
"2482","florianpronold","dr_tiemann","SPD","CDU"
"2483","florianpronold","nicolabeerfdp","SPD","FDP"
"2484","florianpronold","joloulou","SPD","SPD"
"2485","florianpronold","stonie_kiel","SPD","SPD"
"2486","florianpronold","fjunge","SPD","SPD"
"2487","florianpronold","helgelindh","SPD","SPD"
"2488","florianpronold","arnoklare","SPD","SPD"
"2489","florianpronold","stadler_svenja","SPD","SPD"
"2490","florianpronold","mischrodi","SPD","SPD"
"2491","florianpronold","dittmarsabine","SPD","SPD"
"2492","florianpronold","matthiasbartke","SPD","SPD"
"2493","florianpronold","josip_juratovic","SPD","SPD"
"2494","florianpronold","katarinabarley","SPD","SPD"
"2495","florianpronold","tj_tweets","SPD","CDU"
"2496","florianpronold","fritzfelgentreu","SPD","SPD"
"2497","florianpronold","stamm_fibich","SPD","SPD"
"2498","florianpronold","thomasgebhart","SPD","CDU"
"2499","florianpronold","juergenhardt","SPD","CDU"
"2500","florianpronold","groehe","SPD","CDU"
"2501","florianpronold","petertauber","SPD","CDU"
"2502","florianpronold","smuellermdb","SPD","CSU"
"2503","florianpronold","kaiwegner","SPD","CDU"
"2504","florianpronold","michaelgrossmdb","SPD","SPD"
"2505","florianpronold","sebast_hartmann","SPD","SPD"
"2506","florianpronold","dieschmidt","SPD","SPD"
"2507","florianpronold","michael_thews","SPD","SPD"
"2508","florianpronold","agnieszka_mdb","SPD","DIE GRÜNEN"
"2509","florianpronold","rischwasu","SPD","SPD"
"2510","florianpronold","s_schwartze","SPD","SPD"
"2511","florianpronold","sigmargabriel","SPD","SPD"
"2512","florianpronold","hacker_fdp","SPD","FDP"
"2513","florianpronold","danielakolbe","SPD","SPD"
"2514","florianpronold","stephankuehn","SPD","DIE GRÜNEN"
"2515","florianpronold","sven_kindler","SPD","DIE GRÜNEN"
"2516","florianpronold","c_lindner","SPD","FDP"
"2517","florianpronold","katjakipping","SPD","DIE LINKE"
"2518","florianpronold","ekindeligoez","SPD","DIE GRÜNEN"
"2519","florianpronold","solms","SPD","FDP"
"2520","florianpronold","katjadoerner","SPD","DIE GRÜNEN"
"2521","florianpronold","meister_schafft","SPD","CDU"
"2522","florianpronold","peteraltmaier","SPD","CDU"
"2523","florianpronold","nouripour","SPD","DIE GRÜNEN"
"2524","florianpronold","soerenbartol","SPD","SPD"
"2525","florianpronold","marcobuelow","SPD","Parteilos"
"2526","florianpronold","oezoguz","SPD","SPD"
"2527","florianpronold","schneidercar","SPD","SPD"
"2528","florianpronold","baerbelbas","SPD","SPD"
"2529","florianpronold","edrossmann","SPD","SPD"
"2530","florianpronold","schwarz_spd","SPD","SPD"
"2531","florianpronold","kahrs","SPD","SPD"
"2532","florianpronold","swenschulz","SPD","SPD"
"2533","florianpronold","jimmyschulz","SPD","FDP"
"2534","florianpronold","f_schaeffler","SPD","FDP"
"2535","florianpronold","matschie","SPD","SPD"
"2536","florianpronold","larscastellucci","SPD","SPD"
"2537","florianpronold","larsklingbeil","SPD","SPD"
"2538","florianpronold","hubertus_heil","SPD","SPD"
"2539","lisapaus","bstrasser","DIE GRÜNEN","FDP"
"2540","lisapaus","rbrinkhaus","DIE GRÜNEN","CDU"
"2541","lisapaus","c_lindner","DIE GRÜNEN","FDP"
"2542","lisapaus","annachristmann","DIE GRÜNEN","DIE GRÜNEN"
"2543","lisapaus","larsklingbeil","DIE GRÜNEN","SPD"
"2544","lisapaus","fritzfelgentreu","DIE GRÜNEN","SPD"
"2545","lisapaus","swenschulz","DIE GRÜNEN","SPD"
"2546","lisapaus","katarinabarley","DIE GRÜNEN","SPD"
"2547","lisapaus","marcobuelow","DIE GRÜNEN","Parteilos"
"2548","lisapaus","larscastellucci","DIE GRÜNEN","SPD"
"2549","lisapaus","soerenbartol","DIE GRÜNEN","SPD"
"2550","lisapaus","katjakipping","DIE GRÜNEN","DIE LINKE"
"2551","lisapaus","cem_oezdemir","DIE GRÜNEN","DIE GRÜNEN"
"2552","lisapaus","hubertus_heil","DIE GRÜNEN","SPD"
"2553","lisapaus","meister_schafft","DIE GRÜNEN","CDU"
"2554","lisapaus","petertauber","DIE GRÜNEN","CDU"
"2555","lisapaus","filizgreen","DIE GRÜNEN","DIE GRÜNEN"
"2556","lisapaus","nouripour","DIE GRÜNEN","DIE GRÜNEN"
"2557","lisapaus","ulle_schauws","DIE GRÜNEN","DIE GRÜNEN"
"2558","lisapaus","monikalazar","DIE GRÜNEN","DIE GRÜNEN"
"2559","lisapaus","tobiaslindner","DIE GRÜNEN","DIE GRÜNEN"
"2560","lisapaus","stephankuehn","DIE GRÜNEN","DIE GRÜNEN"
"2561","lisapaus","katdro","DIE GRÜNEN","DIE GRÜNEN"
"2562","lisapaus","julia_verlinden","DIE GRÜNEN","DIE GRÜNEN"
"2563","lisapaus","crueffer","DIE GRÜNEN","DIE GRÜNEN"
"2564","lisapaus","ebner_sha","DIE GRÜNEN","DIE GRÜNEN"
"2565","lisapaus","badulrichmartha","DIE GRÜNEN","DIE GRÜNEN"
"2566","lisapaus","berlinliebich","DIE GRÜNEN","DIE LINKE"
"2567","lisapaus","groehe","DIE GRÜNEN","CDU"
"2568","lisapaus","sigmargabriel","DIE GRÜNEN","SPD"
"2569","lisapaus","fbrantner","DIE GRÜNEN","DIE GRÜNEN"
"2570","lisapaus","agnieszka_mdb","DIE GRÜNEN","DIE GRÜNEN"
"2571","lisapaus","schneidercar","DIE GRÜNEN","SPD"
"2572","lisapaus","markuskurthmdb","DIE GRÜNEN","DIE GRÜNEN"
"2573","lisapaus","anked","DIE GRÜNEN","DIE LINKE"
"2574","lisapaus","svenlehmann","DIE GRÜNEN","DIE GRÜNEN"
"2575","lisapaus","peteraltmaier","DIE GRÜNEN","CDU"
"2576","lisapaus","katjadoerner","DIE GRÜNEN","DIE GRÜNEN"
"2577","lisapaus","ekindeligoez","DIE GRÜNEN","DIE GRÜNEN"
"2578","lisapaus","sven_kindler","DIE GRÜNEN","DIE GRÜNEN"
"2579","petrapaumahe","petertauber","DIE LINKE","CDU"
"2580","petrapaumahe","ulle_schauws","DIE LINKE","DIE GRÜNEN"
"2581","petrapaumahe","anked","DIE LINKE","DIE LINKE"
"2582","petrapaumahe","kahrs","DIE LINKE","SPD"
"2583","petrapaumahe","berlinliebich","DIE LINKE","DIE LINKE"
"2584","petrapaumahe","b_riexinger","DIE LINKE","DIE LINKE"
"2585","petrapaumahe","solms","DIE LINKE","FDP"
"2586","petrapaumahe","peteraltmaier","DIE LINKE","CDU"
"2587","sylviapantel","hubertus_heil","CDU","SPD"
"2588","sylviapantel","c_bernstiel","CDU","CDU"
"2589","sylviapantel","nicolabeerfdp","CDU","FDP"
"2590","sylviapantel","matthiaszimmer","CDU","CDU"
"2591","sylviapantel","schneidercar","CDU","SPD"
"2592","sylviapantel","larsklingbeil","CDU","SPD"
"2593","sylviapantel","sigmargabriel","CDU","SPD"
"2594","sylviapantel","katarinabarley","CDU","SPD"
"2595","sylviapantel","wanderwitz","CDU","CDU"
"2596","sylviapantel","kaiwegner","CDU","CDU"
"2597","sylviapantel","anjaweisgerber","CDU","CSU"
"2598","sylviapantel","juergenhardt","CDU","CDU"
"2599","sylviapantel","c_lindner","CDU","FDP"
"2600","sylviapantel","rbrinkhaus","CDU","CDU"
"2601","sylviapantel","cem_oezdemir","CDU","DIE GRÜNEN"
"2602","sylviapantel","katjakipping","CDU","DIE LINKE"
"2603","sylviapantel","groehe","CDU","CDU"
"2604","sylviapantel","petertauber","CDU","CDU"
"2605","sylviapantel","tj_tweets","CDU","CDU"
"2606","sylviapantel","peteraltmaier","CDU","CDU"
"2607","oezoguz","helgelindh","SPD","SPD"
"2608","oezoguz","stadler_svenja","SPD","SPD"
"2609","oezoguz","fjunge","SPD","SPD"
"2610","oezoguz","larscastellucci","SPD","SPD"
"2611","oezoguz","sebast_hartmann","SPD","SPD"
"2612","oezoguz","nouripour","SPD","DIE GRÜNEN"
"2613","oezoguz","matthiasbartke","SPD","SPD"
"2614","oezoguz","katarinabarley","SPD","SPD"
"2615","oezoguz","danielakolbe","SPD","SPD"
"2616","oezoguz","groehe","SPD","CDU"
"2617","oezoguz","rischwasu","SPD","SPD"
"2618","oezoguz","s_schwartze","SPD","SPD"
"2619","oezoguz","sigmargabriel","SPD","SPD"
"2620","oezoguz","swenschulz","SPD","SPD"
"2621","oezoguz","soerenbartol","SPD","SPD"
"2622","oezoguz","marcobuelow","SPD","Parteilos"
"2623","oezoguz","edrossmann","SPD","SPD"
"2624","oezoguz","hubertus_heil","SPD","SPD"
"2625","oezoguz","larsklingbeil","SPD","SPD"
"2626","oezoguz","baerbelbas","SPD","SPD"
"2627","oezoguz","anked","SPD","DIE LINKE"
"2628","oezoguz","schneidercar","SPD","SPD"
"2629","oezoguz","jimmyschulz","SPD","FDP"
"2630","oezoguz","petertauber","SPD","CDU"
"2631","oezoguz","peteraltmaier","SPD","CDU"
"2632","oezoguz","kahrs","SPD","SPD"
"2633","cem_oezdemir","katarinabarley","DIE GRÜNEN","SPD"
"2634","cem_oezdemir","torstenherbst","DIE GRÜNEN","FDP"
"2635","cem_oezdemir","stephankuehn","DIE GRÜNEN","DIE GRÜNEN"
"2636","cem_oezdemir","badulrichmartha","DIE GRÜNEN","DIE GRÜNEN"
"2637","cem_oezdemir","annachristmann","DIE GRÜNEN","DIE GRÜNEN"
"2638","cem_oezdemir","groehe","DIE GRÜNEN","CDU"
"2639","cem_oezdemir","b_riexinger","DIE GRÜNEN","DIE LINKE"
"2640","cem_oezdemir","filizgreen","DIE GRÜNEN","DIE GRÜNEN"
"2641","cem_oezdemir","petertauber","DIE GRÜNEN","CDU"
"2642","cem_oezdemir","agnieszka_mdb","DIE GRÜNEN","DIE GRÜNEN"
"2643","cem_oezdemir","c_lindner","DIE GRÜNEN","FDP"
"2644","cem_oezdemir","nouripour","DIE GRÜNEN","DIE GRÜNEN"
"2645","cem_oezdemir","sigmargabriel","DIE GRÜNEN","SPD"
"2646","cem_oezdemir","peteraltmaier","DIE GRÜNEN","CDU"
"2647","cem_oezdemir","katdro","DIE GRÜNEN","DIE GRÜNEN"
"2648","cem_oezdemir","svenlehmann","DIE GRÜNEN","DIE GRÜNEN"
"2649","cem_oezdemir","fbrantner","DIE GRÜNEN","DIE GRÜNEN"
"2650","cem_oezdemir","tobiaslindner","DIE GRÜNEN","DIE GRÜNEN"
"2651","cem_oezdemir","markuskurthmdb","DIE GRÜNEN","DIE GRÜNEN"
"2652","cem_oezdemir","ebner_sha","DIE GRÜNEN","DIE GRÜNEN"
"2653","cem_oezdemir","lisapaus","DIE GRÜNEN","DIE GRÜNEN"
"2654","cem_oezdemir","sven_kindler","DIE GRÜNEN","DIE GRÜNEN"
"2655","cem_oezdemir","katjadoerner","DIE GRÜNEN","DIE GRÜNEN"
"2656","cem_oezdemir","ekindeligoez","DIE GRÜNEN","DIE GRÜNEN"
"2657","nouripour","oezoguz","DIE GRÜNEN","SPD"
"2658","nouripour","annachristmann","DIE GRÜNEN","DIE GRÜNEN"
"2659","nouripour","hahnflo","DIE GRÜNEN","CSU"
"2660","nouripour","julia_verlinden","DIE GRÜNEN","DIE GRÜNEN"
"2661","nouripour","cem_oezdemir","DIE GRÜNEN","DIE GRÜNEN"
"2662","nouripour","ulle_schauws","DIE GRÜNEN","DIE GRÜNEN"
"2663","nouripour","agnieszka_mdb","DIE GRÜNEN","DIE GRÜNEN"
"2664","nouripour","katdro","DIE GRÜNEN","DIE GRÜNEN"
"2665","nouripour","groehe","DIE GRÜNEN","CDU"
"2666","nouripour","sigmargabriel","DIE GRÜNEN","SPD"
"2667","nouripour","lisapaus","DIE GRÜNEN","DIE GRÜNEN"
"2668","nouripour","markuskurthmdb","DIE GRÜNEN","DIE GRÜNEN"
"2669","nouripour","peteraltmaier","DIE GRÜNEN","CDU"
"2670","nouripour","ebner_sha","DIE GRÜNEN","DIE GRÜNEN"
"2671","nouripour","soerenbartol","DIE GRÜNEN","SPD"
"2672","nouripour","stephankuehn","DIE GRÜNEN","DIE GRÜNEN"
"2673","nouripour","c_lindner","DIE GRÜNEN","FDP"
"2674","nouripour","solms","DIE GRÜNEN","FDP"
"2675","nouripour","monikalazar","DIE GRÜNEN","DIE GRÜNEN"
"2676","nouripour","ekindeligoez","DIE GRÜNEN","DIE GRÜNEN"
"2677","nouripour","katjadoerner","DIE GRÜNEN","DIE GRÜNEN"
"2678","nouripour","larsklingbeil","DIE GRÜNEN","SPD"
"2679","nouripour","juergenhardt","DIE GRÜNEN","CDU"
"2680","nouripour","anked","DIE GRÜNEN","DIE LINKE"
"2681","nouripour","petertauber","DIE GRÜNEN","CDU"
"2682","thomasoppermann","stadler_svenja","SPD","SPD"
"2683","thomasoppermann","katjakipping","SPD","DIE LINKE"
"2684","thomasoppermann","ekindeligoez","SPD","DIE GRÜNEN"
"2685","thomasoppermann","katarinabarley","SPD","SPD"
"2686","thomasoppermann","groehe","SPD","CDU"
"2687","thomasoppermann","marcobuelow","SPD","Parteilos"
"2688","thomasoppermann","sigmargabriel","SPD","SPD"
"2689","thomasoppermann","hubertus_heil","SPD","SPD"
"2690","thomasoppermann","peteraltmaier","SPD","CDU"
"2691","thomasoppermann","soerenbartol","SPD","SPD"
"2692","thomasoppermann","larsklingbeil","SPD","SPD"
"2693","thomasoppermann","schneidercar","SPD","SPD"
"2694","thomasoppermann","swenschulz","SPD","SPD"
"2695","thomasoppermann","c_lindner","SPD","FDP"
"2696","florian_ossner","kaiwegner","CSU","CDU"
"2697","florian_ossner","mvabercron","CSU","CDU"
"2698","florian_ossner","kahrs","CSU","SPD"
"2699","florian_ossner","stonie_kiel","CSU","SPD"
"2700","florian_ossner","dr_tiemann","CSU","CDU"
"2701","florian_ossner","thomasgebhart","CSU","CDU"
"2702","florian_ossner","c_jung77","CSU","FDP"
"2703","florian_ossner","rbrinkhaus","CSU","CDU"
"2704","florian_ossner","anjaweisgerber","CSU","CSU"
"2705","florian_ossner","katrin_staffler","CSU","CSU"
"2706","florian_ossner","tj_tweets","CSU","CDU"
"2707","florian_ossner","peteraltmaier","CSU","CDU"
"2708","florian_ossner","petertauber","CSU","CDU"
"2709","florian_ossner","hahnflo","CSU","CSU"
"2710","florian_ossner","smuellermdb","CSU","CSU"
"2711","alexandersneu","agnieszka_mdb","DIE LINKE","DIE GRÜNEN"
"2712","alexandersneu","tpflueger","DIE LINKE","DIE LINKE"
"2713","alexandersneu","tobiaslindner","DIE LINKE","DIE GRÜNEN"
"2714","alexandersneu","berlinliebich","DIE LINKE","DIE LINKE"
"2715","alexandersneu","ch_buchholz","DIE LINKE","DIE LINKE"
"2716","alexandersneu","katjakipping","DIE LINKE","DIE LINKE"
"2717","alexandersneu","b_riexinger","DIE LINKE","DIE LINKE"
"2718","drandreasnick","starkwatzinger","CDU","FDP"
"2719","drandreasnick","katrin_staffler","CDU","CSU"
"2720","drandreasnick","katarinabarley","CDU","SPD"
"2721","drandreasnick","bstrasser","CDU","FDP"
"2722","drandreasnick","agnieszka_mdb","CDU","DIE GRÜNEN"
"2723","drandreasnick","mvabercron","CDU","CDU"
"2724","drandreasnick","nicolabeerfdp","CDU","FDP"
"2725","drandreasnick","johannesvogel","CDU","FDP"
"2726","drandreasnick","sven_kindler","CDU","DIE GRÜNEN"
"2727","drandreasnick","lisapaus","CDU","DIE GRÜNEN"
"2728","drandreasnick","cem_oezdemir","CDU","DIE GRÜNEN"
"2729","drandreasnick","soerenbartol","CDU","SPD"
"2730","drandreasnick","berlinliebich","CDU","DIE LINKE"
"2731","drandreasnick","katjadoerner","CDU","DIE GRÜNEN"
"2732","drandreasnick","anjaweisgerber","CDU","CSU"
"2733","drandreasnick","kaiwegner","CDU","CDU"
"2734","drandreasnick","juergenhardt","CDU","CDU"
"2735","drandreasnick","larsklingbeil","CDU","SPD"
"2736","drandreasnick","matthiaszimmer","CDU","CDU"
"2737","drandreasnick","wanderwitz","CDU","CDU"
"2738","drandreasnick","tobiaslindner","CDU","DIE GRÜNEN"
"2739","drandreasnick","anked","CDU","DIE LINKE"
"2740","drandreasnick","jimmyschulz","CDU","FDP"
"2741","drandreasnick","ekindeligoez","CDU","DIE GRÜNEN"
"2742","ullinissen","schwarz_spd","SPD","SPD"
"2743","ullinissen","berlinliebich","SPD","DIE LINKE"
"2744","ullinissen","mvabercron","SPD","CDU"
"2745","ullinissen","annachristmann","SPD","DIE GRÜNEN"
"2746","ullinissen","badulrichmartha","SPD","DIE GRÜNEN"
"2747","ullinissen","stephankuehn","SPD","DIE GRÜNEN"
"2748","ullinissen","julia_verlinden","SPD","DIE GRÜNEN"
"2749","ullinissen","crueffer","SPD","DIE GRÜNEN"
"2750","ullinissen","agnieszka_mdb","SPD","DIE GRÜNEN"
"2751","ullinissen","ebner_sha","SPD","DIE GRÜNEN"
"2752","ullinissen","svenlehmann","SPD","DIE GRÜNEN"
"2753","ullinissen","ekindeligoez","SPD","DIE GRÜNEN"
"2754","ullinissen","stamm_fibich","SPD","SPD"
"2755","ullinissen","matschie","SPD","SPD"
"2756","ullinissen","josip_juratovic","SPD","SPD"
"2757","ullinissen","fjunge","SPD","SPD"
"2758","ullinissen","jankortemdb","SPD","DIE LINKE"
"2759","ullinissen","stadler_svenja","SPD","SPD"
"2760","ullinissen","fritzfelgentreu","SPD","SPD"
"2761","ullinissen","mischrodi","SPD","SPD"
"2762","ullinissen","dittmarsabine","SPD","SPD"
"2763","ullinissen","joloulou","SPD","SPD"
"2764","ullinissen","helgelindh","SPD","SPD"
"2765","ullinissen","matthiasbartke","SPD","SPD"
"2766","ullinissen","stonie_kiel","SPD","SPD"
"2767","ullinissen","monikalazar","SPD","DIE GRÜNEN"
"2768","ullinissen","markuskurthmdb","SPD","DIE GRÜNEN"
"2769","ullinissen","lisapaus","SPD","DIE GRÜNEN"
"2770","ullinissen","katdro","SPD","DIE GRÜNEN"
"2771","ullinissen","ulle_schauws","SPD","DIE GRÜNEN"
"2772","ullinissen","sigmargabriel","SPD","SPD"
"2773","ullinissen","groehe","SPD","CDU"
"2774","ullinissen","c_lindner","SPD","FDP"
"2775","ullinissen","arnoklare","SPD","SPD"
"2776","ullinissen","katjadoerner","SPD","DIE GRÜNEN"
"2777","ullinissen","michaelgrossmdb","SPD","SPD"
"2778","ullinissen","anjaweisgerber","SPD","CSU"
"2779","ullinissen","kaiwegner","SPD","CDU"
"2780","ullinissen","thomasgebhart","SPD","CDU"
"2781","ullinissen","katarinabarley","SPD","SPD"
"2782","ullinissen","anked","SPD","DIE LINKE"
"2783","ullinissen","petertauber","SPD","CDU"
"2784","ullinissen","cem_oezdemir","SPD","DIE GRÜNEN"
"2785","ullinissen","matthiaszimmer","SPD","CDU"
"2786","ullinissen","nouripour","SPD","DIE GRÜNEN"
"2787","ullinissen","rischwasu","SPD","SPD"
"2788","ullinissen","katjakipping","SPD","DIE LINKE"
"2789","ullinissen","s_schwartze","SPD","SPD"
"2790","ullinissen","michael_thews","SPD","SPD"
"2791","ullinissen","sebast_hartmann","SPD","SPD"
"2792","ullinissen","larscastellucci","SPD","SPD"
"2793","ullinissen","dieschmidt","SPD","SPD"
"2794","ullinissen","oezoguz","SPD","SPD"
"2795","ullinissen","larsklingbeil","SPD","SPD"
"2796","ullinissen","schneidercar","SPD","SPD"
"2797","ullinissen","marcobuelow","SPD","Parteilos"
"2798","ullinissen","hubertus_heil","SPD","SPD"
"2799","ullinissen","baerbelbas","SPD","SPD"
"2800","ullinissen","swenschulz","SPD","SPD"
"2801","ullinissen","sven_kindler","SPD","DIE GRÜNEN"
"2802","ullinissen","peteraltmaier","SPD","CDU"
"2803","ullinissen","danielakolbe","SPD","SPD"
"2804","ullinissen","edrossmann","SPD","SPD"
"2805","ullinissen","kahrs","SPD","SPD"
"2806","ullinissen","soerenbartol","SPD","SPD"
"2807","ullinissen","tpflueger","SPD","DIE LINKE"
"2808","nordmdb","thlutze","DIE LINKE","DIE LINKE"
"2809","nordmdb","jankortemdb","DIE LINKE","DIE LINKE"
"2810","nordmdb","larsklingbeil","DIE LINKE","SPD"
"2811","nordmdb","kahrs","DIE LINKE","SPD"
"2812","nordmdb","lgbeutin","DIE LINKE","DIE LINKE"
"2813","nordmdb","anked","DIE LINKE","DIE LINKE"
"2814","nordmdb","pascalmeiser","DIE LINKE","DIE LINKE"
"2815","nordmdb","tpflueger","DIE LINKE","DIE LINKE"
"2816","nordmdb","peteraltmaier","DIE LINKE","CDU"
"2817","nordmdb","sigmargabriel","DIE LINKE","SPD"
"2818","nordmdb","voglerk","DIE LINKE","DIE LINKE"
